Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
9/30/20,2/1/20,9/26/20,Arkansas,Female,1-4 years,0,14,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Arkansas,Female,5-14 years,0,16,0,0,0,0,
9/30/20,2/1/20,9/26/20,Arkansas,Female,15-24 years,,71,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Arkansas,Female,18-29 years,,129,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Arkansas,Female,25-34 years,,161,11,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Arkansas,Female,30-49 years,31,655,40,12,,60,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Arkansas,Female,35-44 years,12,301,14,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Arkansas,Female,45-54 years,21,578,45,11,,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Arkansas,Female,50-64 years,71,1602,144,40,,184,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Arkansas,Female,55-64 years,63,1284,117,35,,151,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Arkansas,Female,65-74 years,90,2088,171,38,10,233,
9/30/20,2/1/20,9/26/20,Arkansas,Female,75-84 years,137,2716,218,59,,301,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Arkansas,Female,85 years and over,211,3510,255,65,,409,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Arkansas,Unknown,All Ages,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Arkansas,Unknown,Under 1 year,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Arkansas,Unknown,0-17 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Arkansas,Unknown,1-4 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Arkansas,Unknown,5-14 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Arkansas,Unknown,15-24 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Arkansas,Unknown,18-29 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Arkansas,Unknown,25-34 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Arkansas,Unknown,30-49 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Arkansas,Unknown,35-44 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Arkansas,Unknown,45-54 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Arkansas,Unknown,50-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Arkansas,Unknown,55-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Arkansas,Unknown,65-74 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Arkansas,Unknown,75-84 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Arkansas,Unknown,85 years and over,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,California,All Sexes,All Ages,14982,196622,20160,8394,580,27326,
9/30/20,2/1/20,9/26/20,California,Male,All Ages,8681,105013,11425,4996,306,15414,
9/30/20,2/1/20,9/26/20,California,Male,Under 1 year,,619,10,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Male,0-17 years,,1130,20,0,,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Male,1-4 years,0,122,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Male,5-14 years,0,179,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Male,15-24 years,22,1799,38,11,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Male,18-29 years,59,3173,79,22,,122,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Male,25-34 years,107,3391,121,51,,186,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Male,30-49 years,694,9147,710,397,24,1031,
9/30/20,2/1/20,9/26/20,California,Male,35-44 years,310,4385,316,173,10,463,
9/30/20,2/1/20,9/26/20,California,Male,45-54 years,764,7408,770,434,33,1133,
9/30/20,2/1/20,9/26/20,California,Male,50-64 years,2026,20322,2227,1181,94,3166,
9/30/20,2/1/20,9/26/20,California,Male,55-64 years,1577,15869,1775,931,71,2492,
9/30/20,2/1/20,9/26/20,California,Male,65-74 years,2125,21901,2666,1251,64,3602,
9/30/20,2/1/20,9/26/20,California,Male,75-84 years,2001,23852,2949,1194,58,3814,
9/30/20,2/1/20,9/26/20,California,Male,85 years and over,1774,25488,2774,951,52,3649,
9/30/20,2/1/20,9/26/20,California,Female,All Ages,6301,91606,8735,3398,274,11912,
9/30/20,2/1/20,9/26/20,California,Female,Under 1 year,0,481,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Female,0-17 years,,824,14,0,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Female,1-4 years,,83,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Female,5-14 years,0,145,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Female,15-24 years,20,565,21,,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Female,18-29 years,35,992,55,17,,79,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Female,25-34 years,50,1227,76,27,10,109,
9/30/20,2/1/20,9/26/20,California,Female,30-49 years,269,4274,333,138,24,488,
9/30/20,2/1/20,9/26/20,California,Female,35-44 years,129,1989,157,68,10,228,
9/30/20,2/1/20,9/26/20,California,Female,45-54 years,304,4096,379,170,22,535,
9/30/20,2/1/20,9/26/20,California,Female,50-64 years,863,11635,1186,507,59,1601,
9/30/20,2/1/20,9/26/20,California,Female,55-64 years,666,9139,942,392,46,1262,
9/30/20,2/1/20,9/26/20,California,Female,65-74 years,1143,14872,1624,690,48,2125,
9/30/20,2/1/20,9/26/20,California,Female,75-84 years,1560,21355,2202,856,69,2975,
9/30/20,2/1/20,9/26/20,California,Female,85 years and over,2428,37654,3321,1190,63,4622,
9/30/20,2/1/20,9/26/20,California,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Unknown,1-4 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,California,Unknown,5-14 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,California,Unknown,15-24 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,California,Unknown,18-29 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,California,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Unknown,35-44 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,California,Unknown,45-54 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,California,Unknown,50-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,California,Unknown,55-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,California,Unknown,65-74 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,California,Unknown,75-84 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,California,Unknown,85 years and over,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Colorado,All Sexes,All Ages,1960,29402,2371,1002,95,3419,
9/30/20,2/1/20,9/26/20,Colorado,Male,All Ages,1102,15756,1322,590,47,1879,
9/30/20,2/1/20,9/26/20,Colorado,Male,Under 1 year,0,105,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Male,0-17 years,,232,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Male,1-4 years,0,19,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Male,5-14 years,0,43,0,0,0,0,
9/30/20,2/1/20,9/26/20,Colorado,Male,15-24 years,,363,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Male,18-29 years,,618,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Male,25-34 years,,677,19,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Male,30-49 years,56,1637,73,26,,108,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Male,35-44 years,20,802,36,10,,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Male,45-54 years,68,1139,67,33,,108,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Male,50-64 years,175,2976,222,91,14,320,
9/30/20,2/1/20,9/26/20,Colorado,Male,55-64 years,140,2315,178,71,10,257,
9/30/20,2/1/20,9/26/20,Colorado,Male,65-74 years,240,3343,327,139,10,438,
9/30/20,2/1/20,9/26/20,Colorado,Male,75-84 years,314,3555,376,182,,512,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Male,85 years and over,310,3395,315,149,10,484,
9/30/20,2/1/20,9/26/20,Colorado,Female,All Ages,858,13645,1049,412,48,1540,
9/30/20,2/1/20,9/26/20,Colorado,Female,Under 1 year,0,108,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Female,0-17 years,,165,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Female,5-14 years,0,22,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Female,15-24 years,,131,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Female,18-29 years,,205,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Female,25-34 years,,250,,0,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Female,30-49 years,15,784,39,,,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Female,35-44 years,,366,19,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Female,45-54 years,24,677,44,12,,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Female,50-64 years,69,1774,133,41,14,175,
9/30/20,2/1/20,9/26/20,Colorado,Female,55-64 years,50,1365,102,31,11,132,
9/30/20,2/1/20,9/26/20,Colorado,Female,65-74 years,133,2278,165,63,,242,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Female,75-84 years,232,3168,290,108,,419,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Female,85 years and over,406,5271,412,194,13,637,
9/30/20,2/1/20,9/26/20,Colorado,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Colorado,Unknown,1-4 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Colorado,Unknown,5-14 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Colorado,Unknown,15-24 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Colorado,Unknown,18-29 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Colorado,Unknown,25-34 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Colorado,Unknown,30-49 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Colorado,Unknown,35-44 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Colorado,Unknown,45-54 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Colorado,Unknown,50-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Colorado,Unknown,55-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Colorado,Unknown,65-74 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Colorado,Unknown,75-84 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Colorado,Unknown,85 years and over,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Connecticut,All Sexes,All Ages,4410,22253,1896,958,72,5417,
9/30/20,2/1/20,9/26/20,Connecticut,Male,All Ages,2116,11042,991,504,35,2635,
9/30/20,2/1/20,9/26/20,Connecticut,Male,Under 1 year,0,46,0,0,0,0,
9/30/20,2/1/20,9/26/20,Connecticut,Male,0-17 years,0,75,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Connecticut,Male,1-4 years,0,,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Connecticut,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Connecticut,Male,15-24 years,,117,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Connecticut,Male,18-29 years,,234,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Connecticut,Male,25-34 years,11,311,,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Connecticut,Male,30-49 years,59,782,21,,0,75,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Connecticut,Male,35-44 years,19,345,11,,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Connecticut,Male,45-54 years,76,690,30,14,,94,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Connecticut,Male,50-64 years,282,1972,132,67,,353,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Connecticut,Male,55-64 years,238,1540,109,55,,296,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Connecticut,Male,65-74 years,459,2149,214,119,11,562,
9/30/20,2/1/20,9/26/20,Connecticut,Male,75-84 years,577,2593,263,135,,712,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Connecticut,Male,85 years and over,735,3237,359,177,,926,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
